offsize,cousize,num_procs,epsilon,interval,delta,alpha,num_events,offsetscount,counterscount,maxOffset,maxCounter
45.2384,0.029475,64,100,40,64,0.002,1287,28952573,18864,99,2
55.207,0.0377547,64,100,40,64,0.004,2559,35332475,24163,99,3
58.8402,0.0683375,64,100,40,64,0.008,5090,37657703,43736,69,3
60.7595,0.134439,64,100,40,64,0.016,10276,38886061,86041,38,4
61.8302,0.222452,64,100,40,64,0.032,20242,39571311,142369,23,7
31.5669,0.0242766,64,100,50,1,0.001,672,20202830,15537,99,1
50.3238,0.0335453,64,100,50,1,0.002,1287,32207224,21469,99,2
55.8167,0.0566469,64,100,50,1,0.004,2549,35722684,36254,95,2
60.2939,0.0944688,64,100,50,1,0.008,5022,38588096,60460,45,3
62.0371,0.175373,64,100,50,1,0.016,10303,39703759,112239,23,4
63.0694,0.285516,64,100,50,1,0.032,20564,40364429,182730,13,7
26.7452,0.0151047,64,100,50,2,0.001,610,17116910,9667,99,2
48.2896,0.0344359,64,100,50,2,0.002,1319,30905335,22039,99,2
57.0436,0.050225,64,100,50,2,0.004,2520,36507894,32144,82,2
60.2285,0.102117,64,100,50,2,0.008,5106,38546255,65355,46,3
61.7387,0.170711,64,100,50,2,0.016,10180,39512756,109255,23,5
62.9928,0.276583,64,100,50,2,0.032,20612,40315376,177013,12,7
25.1364,0.0178484,64,100,50,4,0.001,598,16087265,11423,99,1
49.9983,0.0280031,64,100,50,4,0.002,1335,31998924,17922,99,2
56.6314,0.0573828,64,100,50,4,0.004,2456,36244084,36725,98,2
60.2066,0.100547,64,100,50,4,0.008,5165,38532234,64350,48,4
61.9466,0.169394,64,100,50,4,0.016,10181,39645815,108412,21,4
62.9592,0.271914,64,100,50,4,0.032,20465,40293871,174025,13,6
26.3776,0.0210891,64,100,50,8,0.001,601,16881676,13497,99,1
49.6161,0.0297094,64,100,50,8,0.002,1337,31754276,19014,99,2
56.3392,0.0505859,64,100,50,8,0.004,2563,36057064,32375,84,2
59.9638,0.0982141,64,100,50,8,0.008,5139,38376846,62857,47,4
61.8809,0.160248,64,100,50,8,0.016,10235,39603798,102559,25,5
62.8654,0.261825,64,100,50,8,0.032,20633,40233876,167568,13,6
26.4074,0.0386,64,100,50,16,0.001,568,16900750,24704,99,2
47.5484,0.0282797,64,100,50,16,0.002,1242,30430979,18099,99,2
56.0787,0.0524531,64,100,50,16,0.004,2523,35890391,33570,82,2
60.0096,0.0907188,64,100,50,16,0.008,5247,38406165,58060,44,4
61.6027,0.163291,64,100,50,16,0.016,10418,39425715,104506,23,6
62.628,0.258772,64,100,50,16,0.032,20324,40081930,165614,15,7
26.8675,0.0123141,64,100,50,32,0.001,654,17195167,7881,99,1
47.5381,0.0255906,64,100,50,32,0.002,1211,30424371,16378,99,2
55.8917,0.0469766,64,100,50,32,0.004,2547,35770670,30065,82,3
59.3374,0.0975891,64,100,50,32,0.008,5054,37975964,62457,42,4
61.2701,0.161916,64,100,50,32,0.016,10172,39212879,103626,25,6
62.3801,0.259052,64,100,50,32,0.032,20528,39923294,165793,15,6
26.3687,0.0131953,64,100,50,64,0.001,639,16875995,8445,99,1
47.7271,0.0167156,64,100,50,64,0.002,1312,30545368,10698,99,2
54.6594,0.0479625,64,100,50,64,0.004,2524,34982034,30696,88,4
59.2801,0.0944547,64,100,50,64,0.008,5161,37939247,60451,45,3
60.7968,0.156916,64,100,50,64,0.016,10203,38909976,100426,27,5
61.8564,0.262389,64,100,50,64,0.032,20543,39588092,167929,19,7
27.3421,0.0231187,64,100,60,1,0.001,598,17498977,14796,99,1
50.9124,0.0375984,64,100,60,1,0.002,1312,32583958,24063,99,2
56.7339,0.0584766,64,100,60,1,0.004,2575,36309693,37425,73,3
59.8669,0.117569,64,100,60,1,0.008,5000,38314842,75244,37,4
62.2439,0.198669,64,100,60,1,0.016,10375,39836127,127148,20,5
63.0578,0.313878,64,100,60,1,0.032,20657,40356981,200882,10,6
29.0115,0.0204125,64,100,60,2,0.001,607,18567361,13064,99,1
47.2284,0.0431406,64,100,60,2,0.002,1233,30226193,27610,99,2
56.6091,0.0581609,64,100,60,2,0.004,2500,36229792,37223,67,3
60.2348,0.117145,64,100,60,2,0.008,5081,38550245,74973,38,4
62.1957,0.202505,64,100,60,2,0.016,10234,39805244,129603,20,5
62.9439,0.30848,64,100,60,2,0.032,20414,40284095,197427,10,7
34.7821,0.0318453,64,100,60,4,0.001,635,22260519,20381,99,2
48.9681,0.0338172,64,100,60,4,0.002,1299,31339556,21643,99,2
56.7241,0.0603859,64,100,60,4,0.004,2618,36303414,38647,64,3
60.4904,0.11707,64,100,60,4,0.008,5126,38713880,74925,37,4
62.3078,0.195592,64,100,60,4,0.016,10428,39876970,125179,19,5
63.0161,0.300512,64,100,60,4,0.032,20673,40330276,192328,11,7
30.16,0.0180969,64,100,60,8,0.001,634,19302419,11582,99,2
48.9611,0.0451828,64,100,60,8,0.002,1299,31335096,28917,99,2
55.9667,0.0643125,64,100,60,8,0.004,2602,35818699,41160,64,3
60.0747,0.110859,64,100,60,8,0.008,5076,38447818,70950,35,3
61.8783,0.193387,64,100,60,8,0.016,10482,39602114,123768,22,5
62.9147,0.294688,64,100,60,8,0.032,20520,40265413,188600,11,7
31.5856,0.0237734,64,100,60,16,0.001,644,20214772,15215,99,1
49.8037,0.0411781,64,100,60,16,0.002,1294,31874350,26354,99,1
55.3397,0.0692531,64,100,60,16,0.004,2478,35417392,44322,76,2
60.1648,0.104895,64,100,60,16,0.008,5002,38505500,67133,41,3
61.8806,0.187061,64,100,60,16,0.016,10317,39603557,119719,20,6
62.738,0.289605,64,100,60,16,0.032,20520,40152311,185347,12,6
31.9333,0.0209,64,100,60,32,0.001,713,20437307,13376,99,2
48.2009,0.0362531,64,100,60,32,0.002,1277,30848560,23202,99,2
55.741,0.0579359,64,100,60,32,0.004,2528,35674235,37079,73,3
59.9582,0.107822,64,100,60,32,0.008,5138,38373221,69006,48,3
61.422,0.191841,64,100,60,32,0.016,10349,39310097,122778,23,5
62.5044,0.289292,64,100,60,32,0.032,20569,40002840,185147,13,7
30.8425,0.0243969,64,100,60,64,0.001,652,19739213,15614,99,2
48.4085,0.0287594,64,100,60,64,0.002,1256,30981414,18406,99,1
54.9675,0.0577609,64,100,60,64,0.004,2528,35179194,36967,65,3
58.6655,0.110034,64,100,60,64,0.008,4950,37545904,70422,44,4
60.8115,0.180173,64,100,60,64,0.016,10173,38919327,115311,25,6
61.8036,0.289212,64,100,60,64,0.032,20456,39554313,185096,14,9
13.109,0.0100609,64,150,20,1,0.001,594,8389733,6439,149,1
43.2562,0.0136688,64,150,20,1,0.002,1292,27683967,8748,149,2
56.9661,0.0277188,64,150,20,1,0.004,2636,36458278,17740,149,2
59.9931,0.0481047,64,150,20,1,0.008,4916,38395594,30787,106,2
61.9088,0.079925,64,150,20,1,0.016,10071,39621648,51152,57,3
63.1003,0.13702,64,150,20,1,0.032,20312,40384169,87693,37,4
13.7887,0.0168328,64,150,20,2,0.001,611,8824739,10773,149,1
41.4157,0.0162187,64,150,20,2,0.002,1238,26506031,10380,149,1
56.3583,0.0273563,64,150,20,2,0.004,2529,36069286,17508,149,2
60.3518,0.0420875,64,150,20,2,0.008,5118,38625136,26936,110,2
62.23,0.0794469,64,150,20,2,0.016,10226,39827224,50846,69,3
63.0331,0.137259,64,150,20,2,0.032,20250,40341216,87846,30,4
13.5191,0.0092625,64,150,20,4,0.001,549,8652193,5928,149,1
43.6972,0.0147641,64,150,20,4,0.002,1341,27966212,9449,149,1
56.0106,0.0284187,64,150,20,4,0.004,2513,35846781,18188,149,2
60.3969,0.0451187,64,150,20,4,0.008,5082,38653983,28876,104,3
61.9384,0.0774656,64,150,20,4,0.016,10277,39640585,49578,70,3
63.0398,0.140572,64,150,20,4,0.032,20831,40345461,89966,32,4
13.6914,0.0147469,64,150,20,8,0.001,604,8762486,9438,149,1
42.2832,0.0176344,64,150,20,8,0.002,1308,27061253,11286,149,2
56.5363,0.0197375,64,150,20,8,0.004,2580,36183212,12632,149,2
59.9473,0.0397125,64,150,20,8,0.008,4988,38366267,25416,119,3
62.0968,0.0732859,64,150,20,8,0.016,10213,39741924,46903,58,3
62.9165,0.132588,64,150,20,8,0.032,20473,40266549,84856,31,4
13.1146,0.0090875,64,150,20,16,0.001,599,8393370,5816,149,1
42.3826,0.0130109,64,150,20,16,0.002,1337,27124860,8327,149,1
56.9752,0.0228375,64,150,20,16,0.004,2598,36464116,14616,149,2
59.9085,0.0373703,64,150,20,16,0.008,5184,38341453,23917,115,3
61.8054,0.0707047,64,150,20,16,0.016,10043,39555473,45251,59,3
62.7845,0.13075,64,150,20,16,0.032,20387,40182048,83680,34,4
13.7511,0.00605,64,150,20,32,0.001,614,8800718,3872,149,1
41.7448,0.0108984,64,150,20,32,0.002,1333,26716701,6975,149,1
56.8745,0.0199156,64,150,20,32,0.004,2528,36399668,12746,149,2
59.5927,0.0337484,64,150,20,32,0.008,5189,38139312,21599,126,3
61.4109,0.0753625,64,150,20,32,0.016,10356,39302957,48232,77,4
62.4181,0.137144,64,150,20,32,0.032,20427,39947602,87772,40,4
13.8134,0.002125,64,150,20,64,0.001,670,8840585,1360,149,1
35.9083,0.00857813,64,150,20,64,0.002,1272,22981338,5490,149,2
54.6232,0.0259156,64,150,20,64,0.004,2559,34958859,16586,149,2
58.659,0.0404094,64,150,20,64,0.008,5021,37541726,25862,140,2
60.823,0.0750687,64,150,20,64,0.016,10176,38926696,48044,73,3
61.8862,0.130133,64,150,20,64,0.032,20411,39607189,83285,43,4
10.1621,0.00741094,64,150,20,128,0.001,560,6503745,4743,149,1
35.1672,0.00944219,64,150,20,128,0.002,1332,22507036,6043,149,1
53.7688,0.0192797,64,150,20,128,0.004,2660,34412058,12339,149,2
57.8061,0.0399812,64,150,20,128,0.008,5126,36995936,25588,124,3
59.6139,0.0728047,64,150,20,128,0.016,10216,38152877,46595,82,3
60.9629,0.132039,64,150,20,128,0.032,20515,39016279,84505,58,4
32.9696,0.00956875,64,150,40,1,0.001,631,21100528,6124,149,1
50.3588,0.0240156,64,150,40,1,0.002,1249,32229654,15370,149,2
56.7349,0.0414344,64,150,40,1,0.004,2529,36310329,26518,108,2
59.9145,0.0823516,64,150,40,1,0.008,4933,38345249,52705,54,3
62.0051,0.140742,64,150,40,1,0.016,10208,39683263,90075,27,4
63.0139,0.238514,64,150,40,1,0.032,20389,40328921,152649,15,7
31.0925,0.0195047,64,150,40,2,0.001,653,19899200,12483,149,1
48.677,0.0218047,64,150,40,2,0.002,1314,31153253,13955,149,2
56.7775,0.0476594,64,150,40,2,0.004,2611,36337634,30502,101,3
60.3652,0.0834625,64,150,40,2,0.008,5152,38633760,53416,55,3
62.0402,0.142958,64,150,40,2,0.016,10252,39705732,91493,28,4
63.072,0.23463,64,150,40,2,0.032,20448,40366097,150163,16,6
29.9687,0.0330531,64,150,40,4,0.001,601,19179994,21154,149,1
48.9287,0.0281141,64,150,40,4,0.002,1266,31314391,17993,149,2
56.434,0.0492391,64,150,40,4,0.004,2537,36117762,31513,106,3
60.3965,0.0840062,64,150,40,4,0.008,5088,38653774,53764,66,4
62.1301,0.135639,64,150,40,4,0.016,10252,39763252,86809,27,4
62.9796,0.230347,64,150,40,4,0.032,20443,40306915,147422,15,6
28.0042,0.00937344,64,150,40,8,0.001,621,17922713,5999,149,1
49.1045,0.0305578,64,150,40,8,0.002,1296,31426852,19557,149,2
56.8959,0.0481813,64,150,40,8,0.004,2582,36413404,30836,107,2
60.4948,0.0857906,64,150,40,8,0.008,5297,38716652,54906,52,3
62.0564,0.135992,64,150,40,8,0.016,10224,39716107,87035,38,5
62.9131,0.222064,64,150,40,8,0.032,20333,40264366,142121,16,6
33.1075,0.00688281,64,150,40,16,0.001,700,21188796,4405,149,2
50.1323,0.0307266,64,150,40,16,0.002,1236,32084677,19665,149,2
55.9343,0.0448125,64,150,40,16,0.004,2577,35797931,28680,103,2
59.7925,0.0783469,64,150,40,16,0.008,5058,38267191,50142,54,3
61.826,0.133489,64,150,40,16,0.016,10307,39568647,85433,28,5
62.7277,0.224591,64,150,40,16,0.032,20427,40145704,143738,17,5
31.8899,0.0190891,64,150,40,32,0.001,662,20409542,12217,149,1
47.6636,0.0209047,64,150,40,32,0.002,1249,30504684,13379,149,2
56.0366,0.0387,64,150,40,32,0.004,2592,35863412,24768,99,2
59.7366,0.0777437,64,150,40,32,0.008,5026,38231445,49756,59,3
61.2882,0.137692,64,150,40,32,0.016,10122,39224466,88123,35,4
62.4553,0.226414,64,150,40,32,0.032,20330,39971422,144905,21,7
28.7597,0.0199703,64,150,40,64,0.001,618,18406220,12781,149,1
47.6371,0.0199375,64,150,40,64,0.002,1284,30487751,12760,149,1
55.0314,0.0432609,64,150,40,64,0.004,2493,35220114,27687,118,2
58.979,0.0760906,64,150,40,64,0.008,5100,37746531,48698,62,3
60.9251,0.129236,64,150,40,64,0.016,10347,38992064,82711,41,5
61.887,0.228503,64,150,40,64,0.032,20588,39607696,146242,21,6
29.5443,0.0134562,64,150,40,128,0.001,647,18908385,8612,149,1
45.9246,0.0250156,64,150,40,128,0.002,1274,29391714,16010,149,2
53.7331,0.0437375,64,150,40,128,0.004,2615,34389166,27992,123,2
57.794,0.0783797,64,150,40,128,0.008,5092,36988169,50163,70,4
59.7688,0.13385,64,150,40,128,0.016,10266,38252066,85664,42,5
61.029,0.22452,64,150,40,128,0.032,20370,39058570,143693,27,6
1.86533,0.133548,64,200,5,1,0.001,195,1193810,85471,198,3
5.90448,0.0114484,64,200,5,1,0.002,863,3778868,7327,199,1
25.6452,0.0129047,64,200,5,1,0.004,2452,16412955,8259,199,1
57.5267,0.0156562,64,200,5,1,0.008,5123,36817067,10020,199,1
62.1749,0.0231938,64,200,5,1,0.016,10432,39791942,14844,199,2
63.0822,0.0373438,64,200,5,1,0.032,20140,40372632,23900,125,3
2.51718,0.0735297,64,200,5,2,0.001,297,1610994,47059,199,2
5.72555,0.0151547,64,200,5,2,0.002,829,3664350,9699,199,1
24.4189,0.0110281,64,200,5,2,0.004,2412,15628100,7058,199,1
57.5926,0.0108484,64,200,5,2,0.008,5135,36859293,6943,199,1
62.2727,0.0207141,64,200,5,2,0.016,10317,39854544,13257,199,2
63.0603,0.0364906,64,200,5,2,0.032,20491,40358619,23354,117,2
2.24188,0.0482016,64,200,5,4,0.001,269,1434801,30849,199,2
5.41429,0.0223109,64,200,5,4,0.002,714,3465147,14279,199,1
27.7324,0.00680781,64,200,5,4,0.004,2546,17748731,4357,199,1
57.3806,0.00914844,64,200,5,4,0.008,5082,36723606,5855,199,1
62.1346,0.0170609,64,200,5,4,0.016,10290,39766128,10919,199,2
62.9797,0.0340359,64,200,5,4,0.032,20584,40306995,21783,115,2
2.2546,0.0636719,64,200,5,8,0.001,225,1442944,40750,199,1
6.54596,0.0058625,64,200,5,8,0.002,991,4189414,3752,199,1
26.992,0.00497812,64,200,5,8,0.004,2572,17274891,3186,199,1
57.1334,0.0105266,64,200,5,8,0.008,5154,36565387,6737,199,1
62.1232,0.0151563,64,200,5,8,0.016,10361,39758858,9700,199,2
62.8884,0.0312609,64,200,5,8,0.032,20359,40248598,20007,122,3
1.77361,0.0613219,64,200,5,16,0.001,197,1135110,39246,199,2
6.5054,0.0110844,64,200,5,16,0.002,949,4163455,7094,199,1
24.9269,0.00557656,64,200,5,16,0.004,2491,15953245,3569,199,1
55.5954,0.00849844,64,200,5,16,0.008,5062,35581084,5439,199,2
61.8028,0.0167141,64,200,5,16,0.016,10220,39553813,10697,199,2
62.7223,0.0322281,64,200,5,16,0.032,20601,40142271,20626,122,3
2.22391,0.0374578,64,200,5,32,0.001,264,1423305,23973,199,3
5.08708,0.0183359,64,200,5,32,0.002,645,3255734,11735,199,1
24.0363,0.00456875,64,200,5,32,0.004,2571,15383255,2924,199,1
53.9606,0.00946094,64,200,5,32,0.008,5102,34534787,6055,199,2
61.4262,0.0172688,64,200,5,32,0.016,10208,39312754,11052,199,2
62.4175,0.0315172,64,200,5,32,0.032,20503,39947214,20171,158,2
2.43091,0.0762797,64,200,5,64,0.001,272,1555782,48819,199,4
5.57642,0.0126094,64,200,5,64,0.002,927,3568908,8070,199,5
16.8318,0.00276406,64,200,5,64,0.004,2430,10772379,1769,199,1
48.0907,0.00669531,64,200,5,64,0.008,5087,30778073,4285,199,2
60.7908,0.014525,64,200,5,64,0.016,10302,38906137,9296,199,2
61.8657,0.0323234,64,200,5,64,0.032,20442,39594031,20687,191,2
1.89246,0.0908672,64,200,5,128,0.001,261,1211172,58155,199,4
4.32024,0.0050125,64,200,5,128,0.002,768,2764951,3208,199,1
12.4937,0.00377031,64,200,5,128,0.004,2584,7995991,2413,199,1
33.2028,0.00829531,64,200,5,128,0.008,5076,21249799,5309,199,1
57.9214,0.0169094,64,200,5,128,0.016,10321,37069719,10822,199,2
60.9277,0.033625,64,200,5,128,0.032,20585,38993702,21520,199,2
6.17752,0.0120516,64,200,10,1,0.001,535,3953612,7713,199,1
26.9355,0.00930625,64,200,10,1,0.002,1288,17238710,5956,199,1
52.6615,0.0161656,64,200,10,1,0.004,2552,33703361,10346,199,1
60.1549,0.023875,64,200,10,1,0.008,5138,38499129,15280,199,2
62.2108,0.0422359,64,200,10,1,0.016,10191,39814902,27031,116,2
63.1142,0.0774734,64,200,10,1,0.032,20604,40393104,49583,72,4
5.89544,0.0146422,64,200,10,2,0.001,399,3773084,9371,199,1
24.3627,0.0107484,64,200,10,2,0.002,1261,15592139,6879,199,1
53.914,0.0105859,64,200,10,2,0.004,2546,34504946,6775,199,1
60.7112,0.0268344,64,200,10,2,0.008,5084,38855188,17174,199,2
62.1652,0.0419172,64,200,10,2,0.016,10293,39785735,26827,130,2
63.0441,0.0743766,64,200,10,2,0.032,20609,40348214,47601,60,3
6.75749,0.0100062,64,200,10,4,0.001,568,4324795,6404,199,1
24.9054,0.00952031,64,200,10,4,0.002,1093,15939475,6093,199,1
55.0818,0.0133969,64,200,10,4,0.004,2629,35252365,8574,199,2
60.0626,0.0230641,64,200,10,4,0.008,5068,38440060,14761,199,2
61.9032,0.0414,64,200,10,4,0.016,10187,39618052,26496,112,2
62.8836,0.0712266,64,200,10,4,0.032,20560,40245477,45585,62,3
5.863,0.00364062,64,200,10,8,0.001,511,3752321,2330,199,1
26.4503,0.0128281,64,200,10,8,0.002,1270,16928187,8210,199,1
53.7067,0.00780156,64,200,10,8,0.004,2528,34372278,4993,199,1
60.1367,0.0181937,64,200,10,8,0.008,5061,38487513,11644,199,2
61.8758,0.0353031,64,200,10,8,0.016,10277,39600515,22594,131,2
62.8493,0.0680187,64,200,10,8,0.032,20558,40223528,43532,68,4
6.19872,0.00445,64,200,10,16,0.001,520,3967181,2848,199,1
26.6243,0.00681719,64,200,10,16,0.002,1247,17039527,4363,199,1
54.5662,0.00627031,64,200,10,16,0.004,2590,34922350,4013,199,1
59.7775,0.0209391,64,200,10,16,0.008,5190,38257631,13401,199,2
61.924,0.0357406,64,200,10,16,0.016,10173,39631390,22874,129,2
62.7339,0.0680719,64,200,10,16,0.032,20626,40149706,43566,79,4
6.158,0.004,64,200,10,32,0.001,516,3941121,2560,199,1
24.6529,0.00321094,64,200,10,32,0.002,1285,15777870,2055,199,1
53.8425,0.00967656,64,200,10,32,0.004,2629,34459213,6193,199,1
59.7669,0.0174813,64,200,10,32,0.008,5210,38250787,11188,199,2
61.4085,0.0356031,64,200,10,32,0.016,10174,39301417,22786,141,2
62.4288,0.0668078,64,200,10,32,0.032,20499,39954443,42757,69,3
5.87714,0.00756563,64,200,10,64,0.001,494,3761368,4842,199,1
21.5553,0.00480156,64,200,10,64,0.002,1293,13795413,3073,199,1
50.5118,0.00965312,64,200,10,64,0.004,2564,32327583,6178,199,2
59.1159,0.0161062,64,200,10,64,0.008,5285,37834186,10308,199,2
60.704,0.0394328,64,200,10,64,0.016,10159,38850535,25237,140,3
61.8271,0.07135,64,200,10,64,0.032,20490,39569332,45664,91,3
5.71239,0.00345937,64,200,10,128,0.001,546,3655928,2214,199,1
17.8904,0.00695469,64,200,10,128,0.002,1315,11449840,4451,199,1
43.6327,0.0108125,64,200,10,128,0.004,2526,27924915,6920,199,2
57.6785,0.0202609,64,200,10,128,0.008,5112,36914238,12967,199,2
59.8619,0.0349031,64,200,10,128,0.016,10343,38311631,22338,178,2
60.9916,0.0698547,64,200,10,128,0.032,20681,39034599,44707,113,4
13.5452,0.00691406,64,200,15,1,0.001,644,8668956,4425,199,1
38.8764,0.0176703,64,200,15,1,0.002,1238,24880908,11309,199,1
56.4356,0.0264016,64,200,15,1,0.004,2564,36118759,16897,199,2
59.9686,0.0327234,64,200,15,1,0.008,5105,38379911,20943,150,2
62.3431,0.0657031,64,200,15,1,0.016,10261,39899585,42050,77,3
63.0125,0.108781,64,200,15,1,0.032,20564,40327993,69620,41,5
14.4561,0.0059,64,200,15,2,0.001,654,9251915,3776,199,1
42.3524,0.0150641,64,200,15,2,0.002,1317,27105556,9641,199,1
56.6516,0.016325,64,200,15,2,0.004,2556,36257020,10448,199,2
59.8839,0.0330594,64,200,15,2,0.008,5116,38325688,21158,156,2
62.0629,0.0606438,64,200,15,2,0.016,10159,39720277,38812,80,3
63.0276,0.107559,64,200,15,2,0.032,20438,40337651,68838,40,4
11.9771,0.00960156,64,200,15,4,0.001,576,7665333,6145,199,1
40.9383,0.0079125,64,200,15,4,0.002,1271,26200541,5064,199,1
56.604,0.0150422,64,200,15,4,0.004,2538,36226565,9627,199,2
60.2111,0.0329594,64,200,15,4,0.008,5132,38535075,21094,150,2
62.0531,0.0589188,64,200,15,4,0.016,10498,39713979,37708,78,3
62.9169,0.106959,64,200,15,4,0.032,20559,40266837,68454,43,4
13.4702,0.00254531,64,200,15,8,0.001,611,8620911,1629,199,1
44.2936,0.0123547,64,200,15,8,0.002,1359,28347915,7907,199,1
56.7281,0.0201734,64,200,15,8,0.004,2563,36306010,12911,199,1
59.9543,0.0340797,64,200,15,8,0.008,5125,38370763,21811,159,2
62.1147,0.0571859,64,200,15,8,0.016,10382,39753382,36599,75,3
62.8339,0.104287,64,200,15,8,0.032,20347,40213710,66744,44,5
13.0705,0.00440781,64,200,15,16,0.001,587,8365104,2821,199,1
38.9572,0.00781094,64,200,15,16,0.002,1269,24932582,4999,199,1
55.5901,0.0103094,64,200,15,16,0.004,2536,35577635,6598,199,1
59.8113,0.0310359,64,200,15,16,0.008,5154,38279245,19863,156,3
61.7829,0.0537078,64,200,15,16,0.016,10149,39541040,34373,83,3
62.7906,0.100202,64,200,15,16,0.032,20310,40185978,64129,46,4
11.4807,0.003775,64,200,15,32,0.001,626,7347637,2416,199,1
40.6917,0.0106031,64,200,15,32,0.002,1276,26042699,6786,199,1
55.89,0.0131969,64,200,15,32,0.004,2624,35769600,8446,199,2
59.7212,0.0308609,64,200,15,32,0.008,5244,38221557,19751,146,3
61.3018,0.05485,64,200,15,32,0.016,10159,39233181,35104,91,3
62.5275,0.104447,64,200,15,32,0.032,20624,40017567,66846,46,4
13.0504,0.00154687,64,200,15,64,0.001,638,8352224,990,199,1
39.7256,0.00482812,64,200,15,64,0.002,1312,25424414,3090,199,1
54.6504,0.0114094,64,200,15,64,0.004,2529,34976273,7302,199,1
59.0626,0.0278594,64,200,15,64,0.008,5233,37800065,17830,157,2
60.8148,0.0547359,64,200,15,64,0.016,10281,38921486,35031,109,3
61.8637,0.102709,64,200,15,64,0.032,20245,39592788,65734,55,4
10.1196,0.00831406,64,200,15,128,0.001,622,6476527,5321,199,1
36.8442,0.00762813,64,200,15,128,0.002,1320,23580298,4882,199,1
53.4426,0.0149531,64,200,15,128,0.004,2530,34203255,9570,199,2
57.7928,0.0296609,64,200,15,128,0.008,5044,36987407,18983,181,2
59.7659,0.0588672,64,200,15,128,0.016,10354,38250185,37675,112,3
61.0326,0.106278,64,200,15,128,0.032,20448,39060834,68018,77,4
24.5058,0.00573438,64,200,20,1,0.001,650,15683701,3670,199,1
48.2322,0.0212656,64,200,20,1,0.002,1291,30868603,13610,199,1
56.5296,0.0248266,64,200,20,1,0.004,2598,36178958,15889,197,2
59.8956,0.0443031,64,200,20,1,0.008,5195,38333183,28354,129,2
62.1255,0.0812141,64,200,20,1,0.016,10254,39760297,51977,55,3
63.0557,0.144513,64,200,20,1,0.032,20478,40355676,92488,32,4
21.4227,0.0093,64,200,20,2,0.001,637,13710514,5952,199,1
47.9953,0.0170828,64,200,20,2,0.002,1304,30716968,10933,199,1
56.7317,0.0249406,64,200,20,2,0.004,2592,36308310,15962,198,2
59.97,0.0418766,64,200,20,2,0.008,5147,38380816,26801,107,2
62.1438,0.0809219,64,200,20,2,0.016,10402,39772006,51790,58,3
62.9816,0.139572,64,200,20,2,0.032,20609,40308217,89326,32,4
21.278,0.00650937,64,200,20,4,0.001,603,13617921,4166,199,1
47.3278,0.0234687,64,200,20,4,0.002,1197,30289791,15020,199,2
56.7265,0.0227594,64,200,20,4,0.004,2532,36304956,14566,197,2
60.0193,0.0444781,64,200,20,4,0.008,5195,38412336,28466,108,2
61.9135,0.0772078,64,200,20,4,0.016,10173,39624639,49413,63,4
63.042,0.139303,64,200,20,4,0.032,20512,40346859,89154,30,5
17.2121,0.0084875,64,200,20,8,0.001,569,11015746,5432,199,1
47.8155,0.0127766,64,200,20,8,0.002,1330,30601940,8177,199,1
56.5438,0.0203344,64,200,20,8,0.004,2549,36188058,13014,196,2
59.9784,0.0417125,64,200,20,8,0.008,5078,38386178,26696,112,3
61.8561,0.0739016,64,200,20,8,0.016,10232,39587877,47297,61,3
62.9294,0.1326,64,200,20,8,0.032,20378,40274786,84864,32,4
19.4231,0.00384063,64,200,20,16,0.001,560,12430809,2458,199,2
46.433,0.00932344,64,200,20,16,0.002,1307,29717132,5967,199,1
56.6068,0.0163344,64,200,20,16,0.004,2549,36228381,10454,197,2
59.84,0.0347359,64,200,20,16,0.008,5144,38297611,22231,111,2
62.0338,0.0783437,64,200,20,16,0.016,10312,39701649,50140,64,3
62.6383,0.131552,64,200,20,16,0.032,20292,40088489,84193,34,4
20.5804,0.0055375,64,200,20,32,0.001,649,13171471,3544,199,1
46.4659,0.00880625,64,200,20,32,0.002,1268,29738143,5636,199,1
56.4655,0.0199734,64,200,20,32,0.004,2575,36137949,12783,199,2
59.0414,0.0404375,64,200,20,32,0.008,5029,37786491,25880,113,3
61.524,0.075675,64,200,20,32,0.016,10224,39375351,48432,66,4
62.4557,0.134527,64,200,20,32,0.032,20417,39971626,86097,40,5
21.2402,0.00839688,64,200,20,64,0.001,684,13593729,5374,199,1
46.2675,0.00961719,64,200,20,64,0.002,1302,29611186,6155,199,1
55.2753,0.0179828,64,200,20,64,0.004,2537,35376182,11509,197,3
58.7515,0.0369797,64,200,20,64,0.008,5077,37600938,23667,122,2
60.7702,0.0747234,64,200,20,64,0.016,10257,38892924,47823,80,3
61.8822,0.129644,64,200,20,64,0.032,20694,39604579,82972,46,5
19.3326,0.00905625,64,200,20,128,0.001,649,12372836,5796,199,1
44.2951,0.00520781,64,200,20,128,0.002,1315,28348832,3333,199,1
54.3749,0.0166078,64,200,20,128,0.004,2609,34799945,10629,197,2
57.5868,0.0334781,64,200,20,128,0.008,5024,36855586,21426,129,3
59.8609,0.0707062,64,200,20,128,0.016,10149,38310985,45252,81,5
60.9602,0.131933,64,200,20,128,0.032,20454,39014542,84437,56,5
28.2006,0.0144094,64,200,25,1,0.001,650,18048357,9222,199,2
49.2048,0.0192344,64,200,25,1,0.002,1293,31491090,12310,199,1
56.46,0.0337719,64,200,25,1,0.004,2624,36134377,21614,169,2
60.2085,0.0536031,64,200,25,1,0.008,5088,38533439,34306,91,2
62.1568,0.0961344,64,200,25,1,0.016,10286,39780362,61526,45,4
